outer_fold,inner_fold,method,feature,importance,rank,minority_classes
1,4,Minority_Diagnostic,missed_bytes,0.048802752047777176,14,mitm
1,4,Minority_Diagnostic,proto,0.3850509226322174,7,mitm
1,4,Minority_Diagnostic,service,0.46361494064331055,5,mitm
1,4,Minority_Diagnostic,src_bytes,0.4500713050365448,6,mitm
1,4,Minority_Diagnostic,src_ip_bytes,0.19563336670398712,13,mitm
1,4,Minority_Diagnostic,src_pkts,0.7463433742523193,3,mitm
1,4,Minority_Diagnostic,src_port,0.28406986594200134,11,mitm
1,4,Minority_Diagnostic,ssl_cipher,0.0018871767679229379,21,mitm
1,4,Minority_Diagnostic,ssl_established,0.0,23,mitm
1,4,Minority_Diagnostic,ssl_resumed,0.0,23,mitm
1,4,Minority_Diagnostic,ssl_version,0.010074433870613575,19,mitm
1,4,Minority_Diagnostic,weird_name,0.0,23,mitm
1,4,Minority_Diagnostic,weird_notice,0.0,23,mitm
1,5,Natural_Global,conn_state,0.922161877155304,2,mitm
1,5,Natural_Global,dns_AA,0.027452100068330765,18,mitm
1,5,Natural_Global,dns_RA,0.10068677365779877,13,mitm
1,5,Natural_Global,dns_RD,0.05076213181018829,15,mitm
