,feature_count,feature_count,accuracy,accuracy,macro_f1,macro_f1,balanced_accuracy,balanced_accuracy,mcc,mcc,training_seconds,training_seconds,milliseconds_per_record,milliseconds_per_record
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
selector,,,,,,,,,,,,,,
CS_SHAP_Union,14.8,0.8366600265340758,0.9881019830028329,0.0009842686608410743,0.9664650471943605,0.0026137343364040595,0.9716606960210505,0.0046412623323871865,0.9863769767975048,0.001127397015704502,28.424167127599958,1.6197862530189184,0.029899534822398675,0.0009280509975008031
Full_Controlled,34.0,0.0,0.9885214643713228,0.0007373686779554803,0.9667043372020672,0.002643075439319533,0.9723937437395808,0.004300158274611582,0.9868576761055665,0.0008439516431277024,52.25901005839978,1.706144416505673,0.03735573690346616,0.0011768537933319675
Mutual_Information_Matched,14.8,0.8366600265340758,0.9881019830028329,0.0009613879790908395,0.9662780676819516,0.0027419091347199763,0.9713812262755301,0.003937904698403266,0.9863769748456186,0.0011008579203696796,27.860547896200114,1.1345897679552834,0.029296043348222146,0.0009965708424547139
Natural_Global_Stable,15.0,0.0,0.9883253432120288,0.0007167028329284515,0.9660712500875309,0.002533276568466173,0.9709163043932107,0.004079610526076943,0.9866327258908806,0.0008207915370440135,35.19487449060007,8.99300699066902,0.029623550980601404,0.0002557292169701099
Random_Forest_Importance_Matched,14.8,0.8366600265340758,0.9879712355633036,0.0009334294217538442,0.9660309020238813,0.0024106553188708753,0.9710983123113349,0.0027839843664557258,0.9862272682725113,0.0010695690584640314,30.918819416799987,3.8103898339996665,0.03024271525931572,0.0009347737943182862
Stable_Balanced_Core,14.6,0.5477225575051661,0.9879439965134017,0.0008024200617946145,0.9657611305599089,0.002698393900796512,0.9708746547434031,0.00451105774192444,0.9861960504844591,0.0009191316612356691,30.041257256199835,3.9485895211639344,0.030544150479407516,0.0033659123247881373
Stable_Minority_Only,13.6,0.8944271909999159,0.988047504903029,0.0010279629121237035,0.9659139807030754,0.0025323654873613904,0.9707219222332878,0.004238096124435332,0.9863143478173816,0.0011775879098264491,29.816301992400078,6.782121487733885,0.030018581482894657,0.0008733548179390063
