outer_fold,selector,position,feature,feature_count,minority_classes
5,Stable_Balanced_Core,9,proto,14,mitm
5,Stable_Balanced_Core,10,service,14,mitm
5,Stable_Balanced_Core,11,src_bytes,14,mitm
5,Stable_Balanced_Core,12,src_ip_bytes,14,mitm
5,Stable_Balanced_Core,13,src_pkts,14,mitm
5,Stable_Balanced_Core,14,src_port,14,mitm
5,Stable_Minority_Only,1,conn_state,13,mitm
5,Stable_Minority_Only,2,dns_RA,13,mitm
5,Stable_Minority_Only,3,dst_bytes,13,mitm
5,Stable_Minority_Only,4,dst_ip_bytes,13,mitm
5,Stable_Minority_Only,5,dst_pkts,13,mitm
5,Stable_Minority_Only,6,dst_port,13,mitm
5,Stable_Minority_Only,7,duration,13,mitm
5,Stable_Minority_Only,8,proto,13,mitm
5,Stable_Minority_Only,9,service,13,mitm
5,Stable_Minority_Only,10,src_bytes,13,mitm
5,Stable_Minority_Only,11,src_ip_bytes,13,mitm
5,Stable_Minority_Only,12,src_pkts,13,mitm
5,Stable_Minority_Only,13,src_port,13,mitm
5,CS_SHAP_Union,1,conn_state,14,mitm
5,CS_SHAP_Union,2,dns_RA,14,mitm
5,CS_SHAP_Union,3,dns_rejected,14,mitm
5,CS_SHAP_Union,4,dst_bytes,14,mitm
5,CS_SHAP_Union,5,dst_ip_bytes,14,mitm
5,CS_SHAP_Union,6,dst_pkts,14,mitm
5,CS_SHAP_Union,7,dst_port,14,mitm
5,CS_SHAP_Union,8,duration,14,mitm
5,CS_SHAP_Union,9,proto,14,mitm
5,CS_SHAP_Union,10,service,14,mitm
5,CS_SHAP_Union,11,src_bytes,14,mitm
5,CS_SHAP_Union,12,src_ip_bytes,14,mitm
5,CS_SHAP_Union,13,src_pkts,14,mitm
5,CS_SHAP_Union,14,src_port,14,mitm
5,Mutual_Information_Matched,1,src_ip_bytes,14,mitm
5,Mutual_Information_Matched,2,dst_port,14,mitm
5,Mutual_Information_Matched,3,dst_ip_bytes,14,mitm
5,Mutual_Information_Matched,4,src_port,14,mitm
5,Mutual_Information_Matched,5,conn_state,14,mitm
5,Mutual_Information_Matched,6,duration,14,mitm
5,Mutual_Information_Matched,7,src_bytes,14,mitm
5,Mutual_Information_Matched,8,dst_bytes,14,mitm
5,Mutual_Information_Matched,9,src_pkts,14,mitm
5,Mutual_Information_Matched,10,dst_pkts,14,mitm
5,Mutual_Information_Matched,11,service,14,mitm
5,Mutual_Information_Matched,12,proto,14,mitm
5,Mutual_Information_Matched,13,dns_rejected,14,mitm
5,Mutual_Information_Matched,14,dns_RA,14,mitm
5,Random_Forest_Importance_Matched,1,src_ip_bytes,14,mitm
5,Random_Forest_Importance_Matched,2,dst_port,14,mitm
5,Random_Forest_Importance_Matched,3,src_port,14,mitm
5,Random_Forest_Importance_Matched,4,duration,14,mitm
5,Random_Forest_Importance_Matched,5,conn_state,14,mitm
5,Random_Forest_Importance_Matched,6,dst_ip_bytes,14,mitm
5,Random_Forest_Importance_Matched,7,src_bytes,14,mitm
5,Random_Forest_Importance_Matched,8,src_pkts,14,mitm
5,Random_Forest_Importance_Matched,9,dst_pkts,14,mitm
5,Random_Forest_Importance_Matched,10,dst_bytes,14,mitm
5,Random_Forest_Importance_Matched,11,service,14,mitm
5,Random_Forest_Importance_Matched,12,dns_rejected,14,mitm
5,Random_Forest_Importance_Matched,13,proto,14,mitm
5,Random_Forest_Importance_Matched,14,dns_RA,14,mitm
