outer_fold,selector,feature_count,record_type,accuracy,macro_f1,weighted_f1,balanced_accuracy,mcc,training_seconds,inference_seconds,milliseconds_per_record,minority_classes,class_name,class_precision,class_recall,class_f1,class_support
1,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,dos,0.9882758620689656,0.9771564950562563,0.9826847248414196,2933.0
1,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,injection,0.9790509843513377,0.97145003756574,0.9752357008170962,3993.0
1,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,mitm,0.7111111111111111,0.7692307692307693,0.7390300230946882,208.0
1,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,normal,0.9950047573739296,0.9972583144594112,0.9961302613561945,8389.0
1,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,password,0.9919354838709677,0.9916855631141346,0.9918105077485196,3969.0
1,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,ransomware,0.9985994397759104,0.9992992291520673,0.9989492119089317,2854.0
1,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,scanning,0.9869123931623932,0.9924791834542036,0.9896879603589126,3723.0
1,Natural_Global_Stable,15,per_class,,,,,,,,,mitm,xss,0.9649898028552005,0.9779538408542887,0.9714285714285714,2903.0
1,Stable_Balanced_Core,15,aggregate,0.9868162998474613,0.96193496772828,0.9868684452375637,0.9646664452794222,0.984901012891883,28.58261613799982,1.0662161940001624,0.029042716114626346,mitm,,,,,
1,Stable_Balanced_Core,15,per_class,,,,,,,,,mitm,backdoor,0.9997326203208556,0.9991982896846606,0.9994653835872761,3742.0
1,Stable_Balanced_Core,15,per_class,,,,,,,,,mitm,ddos,0.9858514401212733,0.9759879939969985,0.9808949220713926,3998.0
1,Stable_Balanced_Core,15,per_class,,,,,,,,,mitm,dos,0.9862495702990719,0.9781793385612001,0.9821978774392331,2933.0
1,Stable_Balanced_Core,15,per_class,,,,,,,,,mitm,injection,0.979040404040404,0.9709491610318056,0.9749779957248836,3993.0
1,Stable_Balanced_Core,15,per_class,,,,,,,,,mitm,mitm,0.7066666666666667,0.7644230769230769,0.7344110854503464,208.0
1,Stable_Balanced_Core,15,per_class,,,,,,,,,mitm,normal,0.9938190895043385,0.996662295863631,0.99523866206404,8389.0
1,Stable_Balanced_Core,15,per_class,,,,,,,,,mitm,password,0.9919314170448815,0.9911816578483245,0.9915563957151858,3969.0
1,Stable_Balanced_Core,15,per_class,,,,,,,,,mitm,ransomware,0.9985999299964998,0.9996496145760336,0.9991244965855367,2854.0
1,Stable_Balanced_Core,15,per_class,,,,,,,,,mitm,scanning,0.986648865153538,0.9924791834542036,0.9895554365291912,3723.0
1,Stable_Balanced_Core,15,per_class,,,,,,,,,mitm,xss,0.9659748213678122,0.9779538408542887,0.9719274221157138,2903.0
1,Stable_Minority_Only,13,aggregate,0.9866528655480497,0.9617682313342574,0.9866964133030762,0.9640915212877289,0.9847137771121112,26.154868795999846,1.1219143920000079,0.030559882109392242,mitm,,,,,
1,Stable_Minority_Only,13,per_class,,,,,,,,,mitm,backdoor,0.9997326203208556,0.9991982896846606,0.9994653835872761,3742.0
1,Stable_Minority_Only,13,per_class,,,,,,,,,mitm,ddos,0.9858227848101265,0.9739869934967483,0.9798691494715652,3998.0
1,Stable_Minority_Only,13,per_class,,,,,,,,,mitm,dos,0.9869191049913941,0.9774974428912376,0.9821856800274067,2933.0
1,Stable_Minority_Only,13,per_class,,,,,,,,,mitm,injection,0.979040404040404,0.9709491610318056,0.9749779957248836,3993.0
1,Stable_Minority_Only,13,per_class,,,,,,,,,mitm,mitm,0.7085201793721974,0.7596153846153846,0.7331786542923434,208.0
1,Stable_Minority_Only,13,per_class,,,,,,,,,mitm,normal,0.9924044623783527,0.996781499582787,0.9945881653285756,8389.0
1,Stable_Minority_Only,13,per_class,,,,,,,,,mitm,password,0.991179435483871,0.9909297052154195,0.9910545546176137,3969.0
1,Stable_Minority_Only,13,per_class,,,,,,,,,mitm,ransomware,0.9985999299964998,0.9996496145760336,0.9991244965855367,2854.0
1,Stable_Minority_Only,13,per_class,,,,,,,,,mitm,scanning,0.9882258496119882,0.991941982272361,0.9900804289544236,3723.0
1,Stable_Minority_Only,13,per_class,,,,,,,,,mitm,xss,0.9660556687033266,0.9803651395108508,0.9731578047529492,2903.0
