method,feature,importance,rank,outer_fold,inner_fold
Minority_Diagnostic,mqtt.ver,0.0,24,1,4
Minority_Diagnostic,tcp.ack,0.024373205,15,1,4
Minority_Diagnostic,tcp.ack_raw,0.01625905,17,1,4
Minority_Diagnostic,tcp.checksum,0.02692468,13,1,4
Minority_Diagnostic,tcp.connection.fin,0.0,24,1,4
Minority_Diagnostic,tcp.connection.rst,0.013741656,18,1,4
Minority_Diagnostic,tcp.connection.syn,0.010495021,20,1,4
Minority_Diagnostic,tcp.connection.synack,0.0,24,1,4
Minority_Diagnostic,tcp.dstport,0.7955016,4,1,4
Minority_Diagnostic,tcp.flags,0.03258865,12,1,4
Minority_Diagnostic,tcp.flags.ack,0.0,24,1,4
Minority_Diagnostic,tcp.len,2.8666024,1,1,4
Minority_Diagnostic,tcp.seq,0.01058181,19,1,4
Minority_Diagnostic,tcp.srcport,1.3113322,2,1,4
Minority_Diagnostic,udp.port,1.2135435,3,1,4
Minority_Diagnostic,udp.stream,0.025514767,14,1,4
Minority_Diagnostic,udp.time_delta,0.0397345,10,1,4
Natural_Global,arp.hw.size,0.010505499,24,1,5
Natural_Global,arp.opcode,0.042574793,19,1,5
Natural_Global,dns.qry.name,0.026134448,20,1,5
Natural_Global,dns.qry.name.len,0.0,31,1,5
Natural_Global,dns.qry.qu,0.0,31,1,5
Natural_Global,dns.retransmission,0.0,31,1,5
Natural_Global,dns.retransmit_request,0.0,31,1,5
Natural_Global,http.content_length,0.022367127,21,1,5
Natural_Global,http.referer,1.1140958,1,1,5
Natural_Global,http.request.method,0.7605194,3,1,5
Natural_Global,http.request.version,0.5463158,5,1,5
Natural_Global,http.response,0.00056898175,30,1,5
Natural_Global,icmp.checksum,0.36144423,8,1,5
Natural_Global,icmp.seq_le,0.1653227,11,1,5
Natural_Global,icmp.transmit_timestamp,0.0007323744,29,1,5
Natural_Global,mqtt.conack.flags,0.40417323,7,1,5
Natural_Global,mqtt.conflag.cleansess,0.0,31,1,5
Natural_Global,mqtt.conflags,0.0,31,1,5
Natural_Global,mqtt.hdrflags,0.0,31,1,5
Natural_Global,mqtt.len,0.0,31,1,5
Natural_Global,mqtt.msgtype,0.0,31,1,5
Natural_Global,mqtt.proto_len,0.0,31,1,5
Natural_Global,mqtt.protoname,0.10233666,16,1,5
Natural_Global,mqtt.topic,0.013395925,22,1,5
Natural_Global,mqtt.topic_len,0.0,31,1,5
Natural_Global,mqtt.ver,0.0,31,1,5
Natural_Global,tcp.ack,0.47752345,6,1,5
Natural_Global,tcp.ack_raw,0.15785101,12,1,5
Natural_Global,tcp.checksum,0.10616829,15,1,5
Natural_Global,tcp.connection.fin,0.0127641875,23,1,5
Natural_Global,tcp.connection.rst,0.05491979,17,1,5
Natural_Global,tcp.connection.syn,0.050066218,18,1,5
Natural_Global,tcp.connection.synack,0.010009385,25,1,5
Natural_Global,tcp.dstport,0.553036,4,1,5
Natural_Global,tcp.flags,0.20855503,10,1,5
Natural_Global,tcp.flags.ack,0.004606321,26,1,5
Natural_Global,tcp.len,0.13646908,14,1,5
Natural_Global,tcp.seq,0.14518254,13,1,5
Natural_Global,tcp.srcport,0.91202754,2,1,5
Natural_Global,udp.port,0.0014022007,28,1,5
Natural_Global,udp.stream,0.26871958,9,1,5
Natural_Global,udp.time_delta,0.0019036473,27,1,5
Class_Balanced,arp.hw.size,0.008425152,28,1,5
Class_Balanced,arp.opcode,0.02400654,24,1,5
Class_Balanced,dns.qry.name,0.05756793,20,1,5
Class_Balanced,dns.qry.name.len,0.0,31,1,5
Class_Balanced,dns.qry.qu,0.0,31,1,5
Class_Balanced,dns.retransmission,0.0,31,1,5
Class_Balanced,dns.retransmit_request,0.0,31,1,5
Class_Balanced,http.content_length,0.07461157,19,1,5
Class_Balanced,http.referer,0.71296614,4,1,5
Class_Balanced,http.request.method,0.42845777,6,1,5
Class_Balanced,http.request.version,0.29652962,11,1,5
Class_Balanced,http.response,0.00059069414,30,1,5
Class_Balanced,icmp.checksum,0.27714765,12,1,5
Class_Balanced,icmp.seq_le,0.3721441,9,1,5
Class_Balanced,icmp.transmit_timestamp,0.010038393,27,1,5
Class_Balanced,mqtt.conack.flags,0.3955008,7,1,5
Class_Balanced,mqtt.conflag.cleansess,0.0,31,1,5
Class_Balanced,mqtt.conflags,0.0,31,1,5
Class_Balanced,mqtt.hdrflags,0.0,31,1,5
Class_Balanced,mqtt.len,0.0,31,1,5
Class_Balanced,mqtt.msgtype,0.0,31,1,5
Class_Balanced,mqtt.proto_len,0.0,31,1,5
Class_Balanced,mqtt.protoname,0.10706902,17,1,5
Class_Balanced,mqtt.topic,0.01195674,26,1,5
Class_Balanced,mqtt.topic_len,0.0,31,1,5
Class_Balanced,mqtt.ver,0.0,31,1,5
Class_Balanced,tcp.ack,0.83141714,2,1,5
Class_Balanced,tcp.ack_raw,0.21172403,14,1,5
Class_Balanced,tcp.checksum,0.11538709,16,1,5
Class_Balanced,tcp.connection.fin,0.028092401,23,1,5
Class_Balanced,tcp.connection.rst,0.11838494,15,1,5
Class_Balanced,tcp.connection.syn,0.099356815,18,1,5
Class_Balanced,tcp.connection.synack,0.014149814,25,1,5
Class_Balanced,tcp.dstport,0.80069363,3,1,5
Class_Balanced,tcp.flags,0.2502221,13,1,5
Class_Balanced,tcp.flags.ack,0.0050345096,29,1,5
Class_Balanced,tcp.len,0.62630445,5,1,5
Class_Balanced,tcp.seq,0.31407687,10,1,5
Class_Balanced,tcp.srcport,0.912326,1,1,5
Class_Balanced,udp.port,0.05477332,22,1,5
Class_Balanced,udp.stream,0.39310977,8,1,5
Class_Balanced,udp.time_delta,0.055961724,21,1,5
Minority_Diagnostic,arp.hw.size,0.01698578,19,1,5
Minority_Diagnostic,arp.opcode,0.032939244,13,1,5
Minority_Diagnostic,dns.qry.name,0.0008006219,23,1,5
Minority_Diagnostic,dns.qry.name.len,0.0,25,1,5
Minority_Diagnostic,dns.qry.qu,0.0,25,1,5
Minority_Diagnostic,dns.retransmission,0.0,25,1,5
Minority_Diagnostic,dns.retransmit_request,0.0,25,1,5
Minority_Diagnostic,http.content_length,0.0,25,1,5
Minority_Diagnostic,http.referer,0.015096136,20,1,5
Minority_Diagnostic,http.request.method,0.28591725,9,1,5
Minority_Diagnostic,http.request.version,0.39973554,8,1,5
Minority_Diagnostic,http.response,0.0,25,1,5
Minority_Diagnostic,icmp.checksum,0.5062898,4,1,5
Minority_Diagnostic,icmp.seq_le,0.4860545,5,1,5
Minority_Diagnostic,icmp.transmit_timestamp,0.07467572,11,1,5
Minority_Diagnostic,mqtt.conack.flags,0.006140981,22,1,5
Minority_Diagnostic,mqtt.conflag.cleansess,0.0,25,1,5
Minority_Diagnostic,mqtt.conflags,0.0,25,1,5
Minority_Diagnostic,mqtt.hdrflags,0.0,25,1,5
Minority_Diagnostic,mqtt.len,0.0,25,1,5
Minority_Diagnostic,mqtt.msgtype,0.0,25,1,5
Minority_Diagnostic,mqtt.proto_len,0.0,25,1,5
Minority_Diagnostic,mqtt.protoname,8.6161715e-05,24,1,5
Minority_Diagnostic,mqtt.topic,0.0,25,1,5
Minority_Diagnostic,mqtt.topic_len,0.0,25,1,5
Minority_Diagnostic,mqtt.ver,0.0,25,1,5
Minority_Diagnostic,tcp.ack,0.031172588,14,1,5
Minority_Diagnostic,tcp.ack_raw,0.048076242,12,1,5
Minority_Diagnostic,tcp.checksum,0.024758255,16,1,5
Minority_Diagnostic,tcp.connection.fin,0.0,25,1,5
Minority_Diagnostic,tcp.connection.rst,0.014642813,21,1,5
Minority_Diagnostic,tcp.connection.syn,0.02124179,17,1,5
Minority_Diagnostic,tcp.connection.synack,0.0,25,1,5
Minority_Diagnostic,tcp.dstport,0.5525998,3,1,5
Minority_Diagnostic,tcp.flags,0.27625376,10,1,5
Minority_Diagnostic,tcp.flags.ack,0.0,25,1,5
Minority_Diagnostic,tcp.len,3.1844153,1,1,5
Minority_Diagnostic,tcp.seq,0.019175444,18,1,5
Minority_Diagnostic,tcp.srcport,1.555598,2,1,5
Minority_Diagnostic,udp.port,0.4105384,7,1,5
Minority_Diagnostic,udp.stream,0.02882588,15,1,5
Minority_Diagnostic,udp.time_delta,0.4196064,6,1,5
Natural_Global,arp.hw.size,0.0077702035,25,2,1
Natural_Global,arp.opcode,0.040119484,19,2,1
Natural_Global,dns.qry.name,0.0235902,20,2,1
Natural_Global,dns.qry.name.len,0.00012298688,31,2,1
Natural_Global,dns.qry.qu,0.0,32,2,1
Natural_Global,dns.retransmission,0.0,32,2,1
Natural_Global,dns.retransmit_request,0.0,32,2,1
Natural_Global,http.content_length,0.02081935,21,2,1
Natural_Global,http.referer,1.1401631,1,2,1
Natural_Global,http.request.method,0.7507286,3,2,1
Natural_Global,http.request.version,0.5554256,4,2,1
Natural_Global,http.response,0.0013304857,28,2,1
Natural_Global,icmp.checksum,0.3499288,8,2,1
Natural_Global,icmp.seq_le,0.19344592,11,2,1
Natural_Global,icmp.transmit_timestamp,0.0007151757,30,2,1
Natural_Global,mqtt.conack.flags,0.42167124,7,2,1
Natural_Global,mqtt.conflag.cleansess,0.0,32,2,1
Natural_Global,mqtt.conflags,0.0,32,2,1
Natural_Global,mqtt.hdrflags,0.0,32,2,1
Natural_Global,mqtt.len,0.0,32,2,1
Natural_Global,mqtt.msgtype,0.0,32,2,1
Natural_Global,mqtt.proto_len,0.0,32,2,1
Natural_Global,mqtt.protoname,0.073248535,16,2,1
Natural_Global,mqtt.topic,0.019191613,22,2,1
Natural_Global,mqtt.topic_len,0.0,32,2,1
Natural_Global,mqtt.ver,0.0,32,2,1
Natural_Global,tcp.ack,0.47978058,6,2,1
Natural_Global,tcp.ack_raw,0.14589228,12,2,1
Natural_Global,tcp.checksum,0.10612654,15,2,1
Natural_Global,tcp.connection.fin,0.0116456635,23,2,1
Natural_Global,tcp.connection.rst,0.04881324,17,2,1
Natural_Global,tcp.connection.syn,0.048093468,18,2,1
Natural_Global,tcp.connection.synack,0.01078346,24,2,1
Natural_Global,tcp.dstport,0.5477372,5,2,1
Natural_Global,tcp.flags,0.2101277,10,2,1
Natural_Global,tcp.flags.ack,0.0050024963,26,2,1
Natural_Global,tcp.len,0.13659176,14,2,1
Natural_Global,tcp.seq,0.14037901,13,2,1
Natural_Global,tcp.srcport,0.9069795,2,2,1
Natural_Global,udp.port,0.0012568792,29,2,1
Natural_Global,udp.stream,0.27005273,9,2,1
Natural_Global,udp.time_delta,0.0013712397,27,2,1
Class_Balanced,arp.hw.size,0.0048644613,29,2,1
Class_Balanced,arp.opcode,0.024010984,24,2,1
Class_Balanced,dns.qry.name,0.045080893,21,2,1
Class_Balanced,dns.qry.name.len,0.0022681346,30,2,1
Class_Balanced,dns.qry.qu,0.0,32,2,1
Class_Balanced,dns.retransmission,0.0,32,2,1
Class_Balanced,dns.retransmit_request,0.0,32,2,1
Class_Balanced,http.content_length,0.06715332,20,2,1
Class_Balanced,http.referer,0.7284384,4,2,1
Class_Balanced,http.request.method,0.4106048,8,2,1
Class_Balanced,http.request.version,0.30128002,10,2,1
Class_Balanced,http.response,0.0015827024,31,2,1
Class_Balanced,icmp.checksum,0.2819287,11,2,1
Class_Balanced,icmp.seq_le,0.35910806,9,2,1
Class_Balanced,icmp.transmit_timestamp,0.0061160005,28,2,1
Class_Balanced,mqtt.conack.flags,0.42050323,6,2,1
Class_Balanced,mqtt.conflag.cleansess,0.0,32,2,1
Class_Balanced,mqtt.conflags,0.0,32,2,1
Class_Balanced,mqtt.hdrflags,0.0,32,2,1
Class_Balanced,mqtt.len,0.0,32,2,1
Class_Balanced,mqtt.msgtype,0.0,32,2,1
Class_Balanced,mqtt.proto_len,0.0,32,2,1
Class_Balanced,mqtt.protoname,0.074559055,18,2,1
Class_Balanced,mqtt.topic,0.017945794,25,2,1
Class_Balanced,mqtt.topic_len,0.0,32,2,1
Class_Balanced,mqtt.ver,0.0,32,2,1
Class_Balanced,tcp.ack,0.8458751,3,2,1
Class_Balanced,tcp.ack_raw,0.19322194,14,2,1
Class_Balanced,tcp.checksum,0.11005155,16,2,1
Class_Balanced,tcp.connection.fin,0.028684802,23,2,1
Class_Balanced,tcp.connection.rst,0.112544015,15,2,1
Class_Balanced,tcp.connection.syn,0.09362499,17,2,1
Class_Balanced,tcp.connection.synack,0.015973942,26,2,1
Class_Balanced,tcp.dstport,0.866994,1,2,1
Class_Balanced,tcp.flags,0.24013925,13,2,1
Class_Balanced,tcp.flags.ack,0.0069126743,27,2,1
Class_Balanced,tcp.len,0.6969234,5,2,1
Class_Balanced,tcp.seq,0.2771722,12,2,1
Class_Balanced,tcp.srcport,0.85376173,2,2,1
Class_Balanced,udp.port,0.06733911,19,2,1
Class_Balanced,udp.stream,0.41572127,7,2,1
Class_Balanced,udp.time_delta,0.043688823,22,2,1
Minority_Diagnostic,arp.hw.size,0.01026896,19,2,1
Minority_Diagnostic,arp.opcode,0.024700783,14,2,1
Minority_Diagnostic,dns.qry.name,0.0021451386,24,2,1
Minority_Diagnostic,dns.qry.name.len,0.01701101,16,2,1
Minority_Diagnostic,dns.qry.qu,0.0,26,2,1
Minority_Diagnostic,dns.retransmission,0.0,26,2,1
Minority_Diagnostic,dns.retransmit_request,0.0,26,2,1
Minority_Diagnostic,http.content_length,0.0,26,2,1
Minority_Diagnostic,http.referer,0.0038735312,22,2,1
Minority_Diagnostic,http.request.method,0.21328819,10,2,1
Minority_Diagnostic,http.request.version,0.34295225,7,2,1
Minority_Diagnostic,http.response,0.0,26,2,1
Minority_Diagnostic,icmp.checksum,0.5440606,4,2,1
Minority_Diagnostic,icmp.seq_le,0.50602686,5,2,1
Minority_Diagnostic,icmp.transmit_timestamp,0.045152273,11,2,1
Minority_Diagnostic,mqtt.conack.flags,0.0064847562,21,2,1
Minority_Diagnostic,mqtt.conflag.cleansess,0.0,26,2,1
Minority_Diagnostic,mqtt.conflags,0.0,26,2,1
Minority_Diagnostic,mqtt.hdrflags,0.0,26,2,1
Minority_Diagnostic,mqtt.len,0.0,26,2,1
Minority_Diagnostic,mqtt.msgtype,0.0,26,2,1
Minority_Diagnostic,mqtt.proto_len,0.0,26,2,1
Minority_Diagnostic,mqtt.protoname,7.710396e-05,25,2,1
Minority_Diagnostic,mqtt.topic,0.0,26,2,1
Minority_Diagnostic,mqtt.topic_len,0.0,26,2,1
Minority_Diagnostic,mqtt.ver,0.0,26,2,1
Minority_Diagnostic,tcp.ack,0.039532766,13,2,1
Minority_Diagnostic,tcp.ack_raw,0.042125285,12,2,1
Minority_Diagnostic,tcp.checksum,0.014502648,17,2,1
Minority_Diagnostic,tcp.connection.fin,0.0,26,2,1
Minority_Diagnostic,tcp.connection.rst,0.0115265725,18,2,1
Minority_Diagnostic,tcp.connection.syn,0.019561931,15,2,1
Minority_Diagnostic,tcp.connection.synack,0.0,26,2,1
Minority_Diagnostic,tcp.dstport,0.71221614,3,2,1
Minority_Diagnostic,tcp.flags,0.2579996,9,2,1
Minority_Diagnostic,tcp.flags.ack,0.0,26,2,1
Minority_Diagnostic,tcp.len,3.6134026,1,2,1
Minority_Diagnostic,tcp.seq,0.0032815065,23,2,1
Minority_Diagnostic,tcp.srcport,1.3732486,2,2,1
Minority_Diagnostic,udp.port,0.5047616,6,2,1
Minority_Diagnostic,udp.stream,0.007487612,20,2,1
Minority_Diagnostic,udp.time_delta,0.327633,8,2,1
Natural_Global,arp.hw.size,0.008721478,25,2,2
Natural_Global,arp.opcode,0.036584917,19,2,2
Natural_Global,dns.qry.name,0.024064025,20,2,2
Natural_Global,dns.qry.name.len,0.0,31,2,2
Natural_Global,dns.qry.qu,0.0,31,2,2
Natural_Global,dns.retransmission,0.0,31,2,2
Natural_Global,dns.retransmit_request,0.0,31,2,2
Natural_Global,http.content_length,0.016759625,22,2,2
Natural_Global,http.referer,1.1373656,1,2,2
Natural_Global,http.request.method,0.7196667,3,2,2
Natural_Global,http.request.version,0.58080006,4,2,2
Natural_Global,http.response,0.0010484534,28,2,2
Natural_Global,icmp.checksum,0.39553702,7,2,2
Natural_Global,icmp.seq_le,0.22306459,10,2,2
Natural_Global,icmp.transmit_timestamp,0.00061121286,29,2,2
Natural_Global,mqtt.conack.flags,0.39298788,8,2,2
Natural_Global,mqtt.conflag.cleansess,0.0,31,2,2
Natural_Global,mqtt.conflags,0.0,31,2,2
Natural_Global,mqtt.hdrflags,0.0,31,2,2
Natural_Global,mqtt.len,0.0,31,2,2
Natural_Global,mqtt.msgtype,0.0,31,2,2
Natural_Global,mqtt.proto_len,0.0,31,2,2
Natural_Global,mqtt.protoname,0.098423466,16,2,2
Natural_Global,mqtt.topic,0.022585878,21,2,2
Natural_Global,mqtt.topic_len,0.0,31,2,2
Natural_Global,mqtt.ver,0.0,31,2,2
Natural_Global,tcp.ack,0.48471376,6,2,2
Natural_Global,tcp.ack_raw,0.15094246,12,2,2
Natural_Global,tcp.checksum,0.1106016,15,2,2
Natural_Global,tcp.connection.fin,0.010054024,24,2,2
Natural_Global,tcp.connection.rst,0.05560342,18,2,2
Natural_Global,tcp.connection.syn,0.06402119,17,2,2
Natural_Global,tcp.connection.synack,0.011606851,23,2,2
Natural_Global,tcp.dstport,0.5520053,5,2,2
Natural_Global,tcp.flags,0.19023485,11,2,2
Natural_Global,tcp.flags.ack,0.005986626,26,2,2
Natural_Global,tcp.len,0.13215908,13,2,2
Natural_Global,tcp.seq,0.12494615,14,2,2
Natural_Global,tcp.srcport,0.8878814,2,2,2
Natural_Global,udp.port,0.0005670396,30,2,2
Natural_Global,udp.stream,0.2869857,9,2,2
Natural_Global,udp.time_delta,0.0017192155,27,2,2
Class_Balanced,arp.hw.size,0.0048552076,29,2,2
Class_Balanced,arp.opcode,0.022312796,23,2,2
Class_Balanced,dns.qry.name,0.044692043,21,2,2
Class_Balanced,dns.qry.name.len,0.0,31,2,2
Class_Balanced,dns.qry.qu,0.0,31,2,2
Class_Balanced,dns.retransmission,0.0,31,2,2
Class_Balanced,dns.retransmit_request,0.0,31,2,2
Class_Balanced,http.content_length,0.06985884,20,2,2
Class_Balanced,http.referer,0.73687845,4,2,2
Class_Balanced,http.request.method,0.40636972,8,2,2
Class_Balanced,http.request.version,0.3175886,10,2,2
Class_Balanced,http.response,0.001329005,30,2,2
Class_Balanced,icmp.checksum,0.28647393,11,2,2
Class_Balanced,icmp.seq_le,0.4089226,7,2,2
Class_Balanced,icmp.transmit_timestamp,0.0053971517,28,2,2
Class_Balanced,mqtt.conack.flags,0.36506125,9,2,2
Class_Balanced,mqtt.conflag.cleansess,0.0,31,2,2
Class_Balanced,mqtt.conflags,0.0,31,2,2
Class_Balanced,mqtt.hdrflags,0.0,31,2,2
Class_Balanced,mqtt.len,0.0,31,2,2
Class_Balanced,mqtt.msgtype,0.0,31,2,2
Class_Balanced,mqtt.proto_len,0.0,31,2,2
Class_Balanced,mqtt.protoname,0.13043027,16,2,2
Class_Balanced,mqtt.topic,0.020813094,24,2,2
Class_Balanced,mqtt.topic_len,0.0,31,2,2
Class_Balanced,mqtt.ver,0.0,31,2,2
Class_Balanced,tcp.ack,0.8844184,1,2,2
Class_Balanced,tcp.ack_raw,0.20461835,14,2,2
Class_Balanced,tcp.checksum,0.10752975,18,2,2
Class_Balanced,tcp.connection.fin,0.026888486,22,2,2
Class_Balanced,tcp.connection.rst,0.117696755,17,2,2
Class_Balanced,tcp.connection.syn,0.13065316,15,2,2
Class_Balanced,tcp.connection.synack,0.017087676,25,2,2
Class_Balanced,tcp.dstport,0.86684775,2,2,2
Class_Balanced,tcp.flags,0.23039557,13,2,2
Class_Balanced,tcp.flags.ack,0.0077952733,27,2,2
Class_Balanced,tcp.len,0.65192705,5,2,2
Class_Balanced,tcp.seq,0.24463083,12,2,2
Class_Balanced,tcp.srcport,0.8354724,3,2,2
Class_Balanced,udp.port,0.0147983385,26,2,2
Class_Balanced,udp.stream,0.42723915,6,2,2
Class_Balanced,udp.time_delta,0.083293214,19,2,2
Minority_Diagnostic,arp.hw.size,0.009751232,20,2,2
Minority_Diagnostic,arp.opcode,0.03290253,15,2,2
Minority_Diagnostic,dns.qry.name,0.0022398175,23,2,2
Minority_Diagnostic,dns.qry.name.len,0.0,24,2,2
Minority_Diagnostic,dns.qry.qu,0.0,24,2,2
Minority_Diagnostic,dns.retransmission,0.0,24,2,2
Minority_Diagnostic,dns.retransmit_request,0.0,24,2,2
Minority_Diagnostic,http.content_length,0.0,24,2,2
Minority_Diagnostic,http.referer,0.005994168,22,2,2
Minority_Diagnostic,http.request.method,0.23558599,9,2,2
Minority_Diagnostic,http.request.version,0.45748693,7,2,2
Minority_Diagnostic,http.response,0.0,24,2,2
Minority_Diagnostic,icmp.checksum,0.74556684,3,2,2
Minority_Diagnostic,icmp.seq_le,0.57688606,5,2,2
Minority_Diagnostic,icmp.transmit_timestamp,0.038811807,12,2,2
Minority_Diagnostic,mqtt.conack.flags,0.0068468517,21,2,2
Minority_Diagnostic,mqtt.conflag.cleansess,0.0,24,2,2
Minority_Diagnostic,mqtt.conflags,0.0,24,2,2
Minority_Diagnostic,mqtt.hdrflags,0.0,24,2,2
Minority_Diagnostic,mqtt.len,0.0,24,2,2
Minority_Diagnostic,mqtt.msgtype,0.0,24,2,2
Minority_Diagnostic,mqtt.proto_len,0.0,24,2,2
Minority_Diagnostic,mqtt.protoname,0.0,24,2,2
Minority_Diagnostic,mqtt.topic,0.0,24,2,2
Minority_Diagnostic,mqtt.topic_len,0.0,24,2,2
Minority_Diagnostic,mqtt.ver,0.0,24,2,2
Minority_Diagnostic,tcp.ack,0.03648521,14,2,2
Minority_Diagnostic,tcp.ack_raw,0.03898282,11,2,2
Minority_Diagnostic,tcp.checksum,0.02314049,16,2,2
Minority_Diagnostic,tcp.connection.fin,0.0,24,2,2
Minority_Diagnostic,tcp.connection.rst,0.016418489,17,2,2
Minority_Diagnostic,tcp.connection.syn,0.038223255,13,2,2
Minority_Diagnostic,tcp.connection.synack,0.0,24,2,2
Minority_Diagnostic,tcp.dstport,0.55332345,6,2,2
Minority_Diagnostic,tcp.flags,0.28571737,8,2,2
Minority_Diagnostic,tcp.flags.ack,0.0,24,2,2
Minority_Diagnostic,tcp.len,3.2474716,1,2,2
Minority_Diagnostic,tcp.seq,0.010858815,19,2,2
Minority_Diagnostic,tcp.srcport,1.4321858,2,2,2
Minority_Diagnostic,udp.port,0.11080486,10,2,2
Minority_Diagnostic,udp.stream,0.0139355,18,2,2
Minority_Diagnostic,udp.time_delta,0.62465256,4,2,2
Natural_Global,arp.hw.size,0.0055932975,25,2,3
Natural_Global,arp.opcode,0.04989718,19,2,3
Natural_Global,dns.qry.name,0.028364,20,2,3
Natural_Global,dns.qry.name.len,9.4430194e-05,31,2,3
Natural_Global,dns.qry.qu,0.0,32,2,3
Natural_Global,dns.retransmission,0.0,32,2,3
Natural_Global,dns.retransmit_request,0.0,32,2,3
Natural_Global,http.content_length,0.016177392,21,2,3
Natural_Global,http.referer,1.1346178,1,2,3
Natural_Global,http.request.method,0.72831655,3,2,3
Natural_Global,http.request.version,0.536728,5,2,3
Natural_Global,http.response,0.0015974721,27,2,3
Natural_Global,icmp.checksum,0.3285377,8,2,3
Natural_Global,icmp.seq_le,0.20237736,10,2,3
Natural_Global,icmp.transmit_timestamp,0.00076517335,30,2,3
Natural_Global,mqtt.conack.flags,0.43301135,7,2,3
Natural_Global,mqtt.conflag.cleansess,0.0,32,2,3
Natural_Global,mqtt.conflags,0.0,32,2,3
Natural_Global,mqtt.hdrflags,0.0,32,2,3
Natural_Global,mqtt.len,0.0,32,2,3
Natural_Global,mqtt.msgtype,0.0,32,2,3
Natural_Global,mqtt.proto_len,0.0,32,2,3
Natural_Global,mqtt.protoname,0.07347819,16,2,3
Natural_Global,mqtt.topic,0.012528978,22,2,3
Natural_Global,mqtt.topic_len,0.0,32,2,3
Natural_Global,mqtt.ver,0.0,32,2,3
Natural_Global,tcp.ack,0.4791326,6,2,3
Natural_Global,tcp.ack_raw,0.12965824,14,2,3
Natural_Global,tcp.checksum,0.11251355,15,2,3
Natural_Global,tcp.connection.fin,0.011066785,23,2,3
Natural_Global,tcp.connection.rst,0.052046396,18,2,3
Natural_Global,tcp.connection.syn,0.0543514,17,2,3
Natural_Global,tcp.connection.synack,0.008305981,24,2,3
Natural_Global,tcp.dstport,0.57177466,4,2,3
Natural_Global,tcp.flags,0.17769238,11,2,3
Natural_Global,tcp.flags.ack,0.0053324373,26,2,3
Natural_Global,tcp.len,0.13209367,13,2,3
Natural_Global,tcp.seq,0.14162624,12,2,3
Natural_Global,tcp.srcport,0.9189761,2,2,3
Natural_Global,udp.port,0.0015965882,28,2,3
Natural_Global,udp.stream,0.29202098,9,2,3
Natural_Global,udp.time_delta,0.0009687431,29,2,3
Class_Balanced,arp.hw.size,0.0055208886,30,2,3
Class_Balanced,arp.opcode,0.028952273,22,2,3
Class_Balanced,dns.qry.name,0.053900372,20,2,3
Class_Balanced,dns.qry.name.len,0.009305948,28,2,3
Class_Balanced,dns.qry.qu,0.0,32,2,3
Class_Balanced,dns.retransmission,0.0,32,2,3
Class_Balanced,dns.retransmit_request,0.0,32,2,3
Class_Balanced,http.content_length,0.0575827,19,2,3
Class_Balanced,http.referer,0.7528349,4,2,3
Class_Balanced,http.request.method,0.40902403,8,2,3
Class_Balanced,http.request.version,0.27886015,11,2,3
Class_Balanced,http.response,0.0013611766,31,2,3
Class_Balanced,icmp.checksum,0.28570598,10,2,3
Class_Balanced,icmp.seq_le,0.3558521,9,2,3
Class_Balanced,icmp.transmit_timestamp,0.0127894785,25,2,3
Class_Balanced,mqtt.conack.flags,0.4292975,6,2,3
Class_Balanced,mqtt.conflag.cleansess,0.0,32,2,3
Class_Balanced,mqtt.conflags,0.0,32,2,3
Class_Balanced,mqtt.hdrflags,0.0,32,2,3
Class_Balanced,mqtt.len,0.0,32,2,3
Class_Balanced,mqtt.msgtype,0.0,32,2,3
Class_Balanced,mqtt.proto_len,0.0,32,2,3
Class_Balanced,mqtt.protoname,0.07083652,18,2,3
Class_Balanced,mqtt.topic,0.012729765,26,2,3
Class_Balanced,mqtt.topic_len,0.0,32,2,3
Class_Balanced,mqtt.ver,0.0,32,2,3
Class_Balanced,tcp.ack,0.82863706,3,2,3
Class_Balanced,tcp.ack_raw,0.191708,14,2,3
Class_Balanced,tcp.checksum,0.11466799,16,2,3
Class_Balanced,tcp.connection.fin,0.025360825,24,2,3
Class_Balanced,tcp.connection.rst,0.116470575,15,2,3
Class_Balanced,tcp.connection.syn,0.10607572,17,2,3
Class_Balanced,tcp.connection.synack,0.012411073,27,2,3
Class_Balanced,tcp.dstport,0.93593603,1,2,3
Class_Balanced,tcp.flags,0.2076041,13,2,3
Class_Balanced,tcp.flags.ack,0.0057313195,29,2,3
Class_Balanced,tcp.len,0.6956808,5,2,3
Class_Balanced,tcp.seq,0.2746114,12,2,3
Class_Balanced,tcp.srcport,0.8663018,2,2,3
Class_Balanced,udp.port,0.044254515,21,2,3
Class_Balanced,udp.stream,0.4165607,7,2,3
Class_Balanced,udp.time_delta,0.02735328,23,2,3
Minority_Diagnostic,arp.hw.size,0.0046103196,22,2,3
Minority_Diagnostic,arp.opcode,0.05412855,13,2,3
Minority_Diagnostic,dns.qry.name,0.001940693,24,2,3
Minority_Diagnostic,dns.qry.name.len,0.06979461,12,2,3
Minority_Diagnostic,dns.qry.qu,0.0,25,2,3
Minority_Diagnostic,dns.retransmission,0.0,25,2,3
Minority_Diagnostic,dns.retransmit_request,0.0,25,2,3
Minority_Diagnostic,http.content_length,0.0,25,2,3
Minority_Diagnostic,http.referer,0.017531916,19,2,3
Minority_Diagnostic,http.request.method,0.22350246,9,2,3
Minority_Diagnostic,http.request.version,0.43326068,6,2,3
Minority_Diagnostic,http.response,0.0,25,2,3
