classifier,selector,class_name,class_precision_mean,class_recall_mean,class_f1_mean,total_support
Random_Forest,CS_SHAP_Union,Ransomware,0.9530849898155136,0.941304347826087,0.9464707544708457,8740.0
Random_Forest,CS_SHAP_Union,SQL_injection,0.9290411982975453,0.9568437069298197,0.9427289513619291,8249.0
Random_Forest,CS_SHAP_Union,Uploading,0.9695412689689314,0.9834449178332318,0.9764341520522344,8215.0
Random_Forest,CS_SHAP_Union,Vulnerability_scanner,0.9920603851126983,0.990075287790425,0.9910599674930115,8061.0
Random_Forest,CS_SHAP_Union,XSS,0.9693049198856777,0.9736350101574167,0.9714595894645669,8041.0
Random_Forest,Class_Balanced_15,Backdoor,1.0,0.9661602409204025,0.9827866507934855,8156.0
Random_Forest,Class_Balanced_15,DDoS_HTTP,0.9692502331958449,0.9657950329490157,0.9675102661403188,8449.0
Random_Forest,Class_Balanced_15,DDoS_ICMP,0.9999112688553682,0.9996451147700958,0.9997781425942052,11272.0
Random_Forest,Class_Balanced_15,DDoS_TCP,1.0,1.0,1.0,8197.0
Random_Forest,Class_Balanced_15,DDoS_UDP,1.0,0.9999137931034483,0.9999568872601854,11598.0
Random_Forest,Class_Balanced_15,Fingerprinting,0.2676487451340324,1.0,0.422143441583707,801.0
Random_Forest,Class_Balanced_15,MITM,1.0,1.0,1.0,320.0
Random_Forest,Class_Balanced_15,Normal,1.0,1.0,1.0,19441.0
Random_Forest,Class_Balanced_15,Password,0.9428386163842767,0.8916268850760135,0.9164629770229549,7991.0
Random_Forest,Class_Balanced_15,Port_Scanning,1.0,0.8853178288842372,0.9391497291543468,8057.0
Random_Forest,Class_Balanced_15,Ransomware,1.0,0.8863844393592677,0.9397625956275414,8740.0
Random_Forest,Class_Balanced_15,SQL_injection,0.9275310830483455,0.9612077108256611,0.9440370382686373,8249.0
Random_Forest,Class_Balanced_15,Uploading,0.9695913323752618,0.9852708460133901,0.9773601843789838,8215.0
Random_Forest,Class_Balanced_15,Vulnerability_scanner,0.9928069398826436,0.9904474193086876,0.9916164252295443,8061.0
Random_Forest,Class_Balanced_15,XSS,0.969100455463743,0.9750021644419297,0.9720363532441318,8041.0
Random_Forest,Full_42,Backdoor,1.0,0.9661602409204025,0.9827866507934855,8156.0
Random_Forest,Full_42,DDoS_HTTP,0.9749011157029518,0.9648480771858283,0.9698416098778084,8449.0
Random_Forest,Full_42,DDoS_ICMP,0.9999112688553682,0.9996451147700958,0.9997781425942052,11272.0
Random_Forest,Full_42,DDoS_TCP,1.0,1.0,1.0,8197.0
Random_Forest,Full_42,DDoS_UDP,1.0,0.9999137931034483,0.9999568872601854,11598.0
Random_Forest,Full_42,Fingerprinting,0.5394418333666693,0.9013897515527951,0.6665039476898148,801.0
Random_Forest,Full_42,MITM,1.0,1.0,1.0,320.0
Random_Forest,Full_42,Normal,1.0,1.0,1.0,19441.0
Random_Forest,Full_42,Password,0.9614284298671965,0.8848692980046196,0.9215339592045396,7991.0
Random_Forest,Full_42,Port_Scanning,0.9629026701603525,0.933846477304758,0.9481404182036473,8057.0
Random_Forest,Full_42,Ransomware,0.9530849898155136,0.941304347826087,0.9464707544708457,8740.0
Random_Forest,Full_42,SQL_injection,0.9242990921839574,0.9735720087472665,0.948286934507131,8249.0
Random_Forest,Full_42,Uploading,0.9682821445978951,0.9913572732805843,0.9796741576869727,8215.0
Random_Forest,Full_42,Vulnerability_scanner,0.9945145161609794,0.9866018038917665,0.9905340068261307,8061.0
Random_Forest,Full_42,XSS,0.9665645130106151,0.9847038115822381,0.9755443850359091,8041.0
Random_Forest,Mutual_Information_19,Backdoor,1.0,0.9661602409204025,0.9827866507934855,8156.0
Random_Forest,Mutual_Information_19,DDoS_HTTP,0.9765395058505707,0.9646112506612574,0.9705262927496185,8449.0
Random_Forest,Mutual_Information_19,DDoS_ICMP,0.9999112688553682,0.9996451147700958,0.9997781425942052,11272.0
Random_Forest,Mutual_Information_19,DDoS_TCP,1.0,1.0,1.0,8197.0
Random_Forest,Mutual_Information_19,DDoS_UDP,1.0,0.9999137931034483,0.9999568872601854,11598.0
Random_Forest,Mutual_Information_19,Fingerprinting,0.2676487451340324,1.0,0.422143441583707,801.0
Random_Forest,Mutual_Information_19,MITM,1.0,1.0,1.0,320.0
Random_Forest,Mutual_Information_19,Normal,1.0,1.0,1.0,19441.0
Random_Forest,Mutual_Information_19,Password,0.9648534111333396,0.8851196108957335,0.9232442672179367,7991.0
Random_Forest,Mutual_Information_19,Port_Scanning,1.0,0.8853178288842372,0.9391497291543468,8057.0
Random_Forest,Mutual_Information_19,Ransomware,1.0,0.8863844393592677,0.9397625956275414,8740.0
Random_Forest,Mutual_Information_19,SQL_injection,0.9241102340144532,0.9755115496995425,0.9491086581692951,8249.0
Random_Forest,Mutual_Information_19,Uploading,0.9685378351995177,0.9922093730979915,0.9802211169543144,8215.0
Random_Forest,Mutual_Information_19,Vulnerability_scanner,0.9946442430553561,0.987842191007001,0.9912234619833029,8061.0
Random_Forest,Mutual_Information_19,XSS,0.9663545039155714,0.9853255475265066,0.9757413656119105,8041.0
Random_Forest,Natural_Global_20,Backdoor,1.0,0.9661602409204025,0.9827866507934855,8156.0
Random_Forest,Natural_Global_20,DDoS_HTTP,0.9771302944784168,0.9649664203810945,0.97099945524968,8449.0
Random_Forest,Natural_Global_20,DDoS_ICMP,0.9999112688553682,0.9996451147700958,0.9997781425942052,11272.0
Random_Forest,Natural_Global_20,DDoS_TCP,1.0,1.0,1.0,8197.0
Random_Forest,Natural_Global_20,DDoS_UDP,1.0,0.9999137931034483,0.9999568872601854,11598.0
Random_Forest,Natural_Global_20,Fingerprinting,0.5394418333666693,0.9013897515527951,0.6665039476898148,801.0
Random_Forest,Natural_Global_20,MITM,1.0,1.0,1.0,320.0
Random_Forest,Natural_Global_20,Normal,1.0,1.0,1.0,19441.0
Random_Forest,Natural_Global_20,Password,0.9623583198338423,0.8854951585041025,0.922307060176424,7991.0
Random_Forest,Natural_Global_20,Port_Scanning,0.9629026701603525,0.933846477304758,0.9481404182036473,8057.0
Random_Forest,Natural_Global_20,Ransomware,0.9530849898155136,0.941304347826087,0.9464707544708457,8740.0
Random_Forest,Natural_Global_20,SQL_injection,0.924623316338757,0.9736932208684786,0.9485151979825697,8249.0
Random_Forest,Natural_Global_20,Uploading,0.9685320917446513,0.9920876445526476,0.9801599861565204,8215.0
Random_Forest,Natural_Global_20,Vulnerability_scanner,0.9947720052198028,0.9885865309619885,0.9916623438259545,8061.0
Random_Forest,Natural_Global_20,XSS,0.9664598407073977,0.9850767913076013,0.9756746486506108,8041.0
Random_Forest,Random_Forest_Importance_19,Backdoor,1.0,0.9661602409204025,0.9827866507934855,8156.0
Random_Forest,Random_Forest_Importance_19,DDoS_HTTP,0.9767857560984601,0.9647298040575812,0.9707039886600659,8449.0
Random_Forest,Random_Forest_Importance_19,DDoS_ICMP,0.9999112688553682,0.9996451147700958,0.9997781425942052,11272.0
Random_Forest,Random_Forest_Importance_19,DDoS_TCP,1.0,1.0,1.0,8197.0
Random_Forest,Random_Forest_Importance_19,DDoS_UDP,1.0,0.9999137931034483,0.9999568872601854,11598.0
Random_Forest,Random_Forest_Importance_19,Fingerprinting,0.2676487451340324,1.0,0.422143441583707,801.0
Random_Forest,Random_Forest_Importance_19,MITM,1.0,1.0,1.0,320.0
Random_Forest,Random_Forest_Importance_19,Normal,1.0,1.0,1.0,19441.0
Random_Forest,Random_Forest_Importance_19,Password,0.9635140028589676,0.884869376276318,0.9224962938396043,7991.0
Random_Forest,Random_Forest_Importance_19,Port_Scanning,1.0,0.8853178288842372,0.9391497291543468,8057.0
Random_Forest,Random_Forest_Importance_19,Ransomware,1.0,0.8863844393592677,0.9397625956275414,8740.0
Random_Forest,Random_Forest_Importance_19,SQL_injection,0.9239462350038705,0.9746631383574986,0.9486201854492,8249.0
Random_Forest,Random_Forest_Importance_19,Uploading,0.9684128873463514,0.9918441874619599,0.9799785205301985,8215.0
Random_Forest,Random_Forest_Importance_19,Vulnerability_scanner,0.9942774155486424,0.9883384689226338,0.9912896521378001,8061.0
Random_Forest,Random_Forest_Importance_19,XSS,0.9669406368401707,0.9852013240200488,0.9759782880013427,8041.0
Random_Forest,Stable_Balanced_Core,Backdoor,1.0,0.9661602409204025,0.9827866507934855,8156.0
Random_Forest,Stable_Balanced_Core,DDoS_HTTP,0.9677364670041918,0.9652034571067226,0.9664589070075593,8449.0
Random_Forest,Stable_Balanced_Core,DDoS_ICMP,0.9999112688553682,0.9996451147700958,0.9997781425942052,11272.0
Random_Forest,Stable_Balanced_Core,DDoS_TCP,1.0,1.0,1.0,8197.0
Random_Forest,Stable_Balanced_Core,DDoS_UDP,1.0,0.9999137931034483,0.9999568872601854,11598.0
Random_Forest,Stable_Balanced_Core,Fingerprinting,0.2676487451340324,1.0,0.422143441583707,801.0
Random_Forest,Stable_Balanced_Core,MITM,1.0,1.0,1.0,320.0
Random_Forest,Stable_Balanced_Core,Normal,1.0,1.0,1.0,19441.0
Random_Forest,Stable_Balanced_Core,Password,0.9368497704639408,0.8930036842488382,0.9143992203610203,7991.0
Random_Forest,Stable_Balanced_Core,Port_Scanning,1.0,0.8853178288842372,0.9391497291543468,8057.0
Random_Forest,Stable_Balanced_Core,Ransomware,1.0,0.8863844393592677,0.9397625956275414,8740.0
Random_Forest,Stable_Balanced_Core,SQL_injection,0.928296873928226,0.9572074903063381,0.9425260513909809,8249.0
Random_Forest,Stable_Balanced_Core,Uploading,0.9696569390031895,0.9834449178332318,0.976493514997887,8215.0
Random_Forest,Stable_Balanced_Core,Vulnerability_scanner,0.9918140782198577,0.9900752108719629,0.9909370934450402,8061.0
Random_Forest,Stable_Balanced_Core,XSS,0.9691821119837657,0.9735105547464666,0.9713351835135535,8041.0
Random_Forest,Stable_Minority_Only,Backdoor,1.0,0.9661602409204025,0.9827866507934855,8156.0
Random_Forest,Stable_Minority_Only,DDoS_HTTP,0.8240320485377639,0.7851844689445454,0.8040018338252144,8449.0
Random_Forest,Stable_Minority_Only,DDoS_ICMP,1.0,0.999556422974087,0.9997781229111642,11272.0
Random_Forest,Stable_Minority_Only,DDoS_TCP,0.9983375959079284,0.9891463414634145,0.9936329588014982,8197.0
Random_Forest,Stable_Minority_Only,DDoS_UDP,0.9999137559292798,0.9998275490327281,0.9998706431894652,11598.0
Random_Forest,Stable_Minority_Only,Fingerprinting,0.5360884292221717,0.9013897515527951,0.6633784105147158,801.0
Random_Forest,Stable_Minority_Only,MITM,1.0,1.0,1.0,320.0
Random_Forest,Stable_Minority_Only,Normal,1.0,0.9950105790628205,0.9974989531865377,19441.0
Random_Forest,Stable_Minority_Only,Password,0.8234343353668796,0.7871268103265417,0.8038244778623984,7991.0
Random_Forest,Stable_Minority_Only,Port_Scanning,0.948024051139344,0.9322325728975576,0.9400217970901485,8057.0
Random_Forest,Stable_Minority_Only,Ransomware,0.9480207671351029,0.941304347826087,0.9438941063123073,8740.0
Random_Forest,Stable_Minority_Only,SQL_injection,0.8349617019499795,0.8876262932539463,0.8601036099506187,8249.0
